uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
invincible_iron_man_vol_2_13~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/0/08/Invincible_Iron_Man_Vol_2_13.jpg/revision/latest/scale-to-width-down/300","title":"Invincible Iron Man Vol 2 #13","slug":"Invincible_Iron_Man_Vol_2_13"}|{"supporting_chars":[{"id":"victor_von_doom","slug":"Victor_von_Doom","name":"Victor von Doom"},{"id":"amara_perera","slug":"Amara_Perera","name":"Dr. Amara Perera"},{"id":"james_rhodes","slug":"James_Rhodes","name":"War Machine (Jim Rhodes)"},{"id":"stark_industries","slug":"Stark_Industries","name":"Stark Industries"},{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Mary Jane Watson"}],"antagonists":[{"id":"crimson_dynamo","slug":"Crimson_Dynamo","name":"Crimson Dynamo"}],"featured_chars":[{"id":"anthony_stark","slug":"Anthony_Stark","name":"Tony Stark"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"}]}|{"title":"Invincible Iron Man Vol 2 #13","featured_chars":["Tony Stark"],"supporting_chars":["Victor von Doom","Dr. Amara Perera","War Machine (Jim Rhodes)","Stark Industries","Mary Jane Watson"],"antagonists":["Crimson Dynamo"],"races_species":["Humans","Inhumans","Human-Kree Hybrids"]}|[]|["Invincible Iron Man Vol 2 #13"]|
moon_knight_vol_8_6~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/6/6b/Moon_Knight_Vol_8_6.jpg/revision/latest/scale-to-width-down/300","title":"Moon Knight Vol 8 #6","slug":"Moon_Knight_Vol_8_6"}|{"supporting_chars":[{"id":"marc_spector","slug":"Marc_Spector","name":"Steven Grant"},{"id":"marlene_alraune","slug":"Marlene_Alraune","name":"Marlene Alraune"},{"id":"marc_spector","slug":"Marc_Spector","name":"Jake Lockley"},{"id":"bertrand_crawley","slug":"Bertrand_Crawley","name":"Crawley (Bertrand Crawley)"},{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight One (Marc Spector)"},{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight One (Marc Spector)"},{"id":"jean-paul_duchamp","slug":"Jean-Paul_Duchamp","name":"Frenchie (Jean-Paul Duchamp)"}],"antagonists":[{"id":"werewolves","slug":"Werewolves","name":"Space Wolves"}],"featured_chars":[{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight (Marc Spector)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"hellbent","slug":"Hellbent","name":"Hellbent"},{"id":"werewolves","slug":"Werewolves","name":"Werewolves"}]}|{"title":"Moon Knight Vol 8 #6","featured_chars":["Moon Knight (Marc Spector)"],"supporting_chars":["Steven Grant","Marlene Alraune","Jake Lockley","Crawley (Bertrand Crawley)","Moon Knight One (Marc Spector)","Moon Knight One (Marc Spector)","Frenchie (Jean-Paul Duchamp)"],"antagonists":["Space Wolves"],"races_species":["Humans","Hellbent","Werewolves"]}|[]|["Moon Knight Vol 8 #6"]|
marvel%27s_doctor_strange_prelude_infinite_comic_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/2/2c/Marvel%27s_Doctor_Strange_Prelude_Infinite_Comic_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Marvel's Doctor Strange Prelude Infinite Comic  #1","slug":"Marvel%27s_Doctor_Strange_Prelude_Infinite_Comic_Vol_1_1"}|{"supporting_chars":[{"id":"masters_of_the_mystic_arts","slug":"Masters_of_the_Mystic_Arts","name":"Masters of the Mystic Arts"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Marvel's Doctor Strange Prelude Infinite Comic  #1","supporting_chars":["Masters of the Mystic Arts"],"races_species":["Humans"]}|[]|["Marvel's Doctor Strange Prelude Infinite Comic  #1"]|
all-new_inhumans_vol_1_11~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/ae/All-New_Inhumans_Vol_1_11.jpg/revision/latest/scale-to-width-down/300","title":"All-New Inhumans  #11","slug":"All-New_Inhumans_Vol_1_11"}|{"supporting_chars":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"luna_maximoff","slug":"Luna_Maximoff","name":"Luna Maximoff"},{"id":"petras_petragon","slug":"Petras_Petragon","name":"Petras Petragon"},{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."},{"id":"daisy_johnson","slug":"Daisy_Johnson","name":"Quake (Daisy Johnson)"}],"featured_chars":[{"id":"royal_inhuman_diplomatic_mission","slug":"Royal_Inhuman_Diplomatic_Mission","name":"Royal Inhuman Diplomatic Mission"},{"id":"joanna_cargill","slug":"Joanna_Cargill","name":"Frenzy (Joanna Cargill)"},{"id":"crystalia_amaquelin","slug":"Crystalia_Amaquelin","name":"Crystal (Crystalia Amaquelin)"},{"id":"naja","slug":"Naja","name":"Naja"},{"id":"jaycen","slug":"Jaycen","name":"Flint (Jason)"},{"id":"dinesh_deol","slug":"Dinesh_Deol","name":"Grid (Dinesh Deol)"},{"id":"gorgon_petragon","slug":"Gorgon_Petragon","name":"Gorgon"},{"id":"ash_minnick","slug":"Ash_Minnick","name":"Panacea (Ash Minnick)"},{"id":"jovana","slug":"Jovana","name":"Captain Swain (Jovana)"},{"id":"hubartes_plutaris","slug":"Hubartes_Plutaris","name":"Hub (Hubartes Plutaris)"}],"races_species":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"}]}|{"title":"All-New Inhumans  #11","featured_chars":["Royal Inhuman Diplomatic Mission","Frenzy (Joanna Cargill)","Crystal (Crystalia Amaquelin)","Naja","Flint (Jason)","Grid (Dinesh Deol)","Gorgon","Panacea (Ash Minnick)","Captain Swain (Jovana)","Hub (Hubartes Plutaris)"],"supporting_chars":["Mutants","Luna Maximoff","Petras Petragon","S.H.I.E.L.D.","Quake (Daisy Johnson)"],"races_species":["Mutants","Humans","Inhumans","Human-Inhuman Hybrids"]}|[]|["All-New Inhumans  #11"]|
all-new_x-men_vol_2_13~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/ac/All-New_X-Men_Vol_2_13.jpg/revision/latest/scale-to-width-down/300","title":"All-New X-Men Vol 2 #13","slug":"All-New_X-Men_Vol_2_13"}|{"supporting_chars":[{"id":"royal_inhuman_diplomatic_mission","slug":"Royal_Inhuman_Diplomatic_Mission","name":"Royal Inhuman Diplomatic Mission"},{"id":"romeo_(inhuman)","slug":"Romeo_(Inhuman)","name":"Romeo"},{"id":"gorgon_petragon","slug":"Gorgon_Petragon","name":"Gorgon"},{"id":"naja","slug":"Naja","name":"Naja"},{"id":"crystalia_amaquelin","slug":"Crystalia_Amaquelin","name":"Crystal (Crystalia Amaquelin)"},{"id":"dinesh_deol","slug":"Dinesh_Deol","name":"Grid (Dinesh Deol)"},{"id":"jaycen","slug":"Jaycen","name":"Flint (Jason)"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men"},{"id":"idie_okonkwo","slug":"Idie_Okonkwo","name":"Oya (Idie Okonkwo)"},{"id":"robert_drake","slug":"Robert_Drake","name":"Iceman (Bobby Drake)"},{"id":"evan_sabahnur","slug":"Evan_Sabahnur","name":"Genesis (Evan Sabahnur)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Hank McCoy)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"}]}|{"title":"All-New X-Men Vol 2 #13","featured_chars":["X-Men","Oya (Idie Okonkwo)","Iceman (Bobby Drake)","Genesis (Evan Sabahnur)","Beast (Hank McCoy)"],"supporting_chars":["Royal Inhuman Diplomatic Mission","Romeo","Gorgon","Naja","Crystal (Crystalia Amaquelin)","Grid (Dinesh Deol)","Flint (Jason)"],"races_species":["Humans","Mutants","Human-Inhuman Hybrids","Inhumans"]}|[]|["All-New X-Men Vol 2 #13"]|
civil_war_ii:_amazing_spider-man_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/7/79/Civil_War_II_Amazing_Spider-Man_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Civil War II: Amazing Spider-Man  #4","slug":"Civil_War_II:_Amazing_Spider-Man_Vol_1_4"}|{"supporting_chars":[{"id":"ulysses_cain","slug":"Ulysses_Cain","name":"Ulysses"},{"id":"carol_danvers","slug":"Carol_Danvers","name":"Captain Marvel (Col. Carol Danvers)"}],"antagonists":[{"id":"clayton_cole","slug":"Clayton_Cole","name":"Clash (Clayton Cole)"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"}]}|{"title":"Civil War II: Amazing Spider-Man  #4","featured_chars":["Spider-Man (Peter Parker)"],"supporting_chars":["Ulysses","Captain Marvel (Col. Carol Danvers)"],"antagonists":["Clash (Clayton Cole)"],"races_species":["Humans","Inhumans"]}|[]|["Civil War II: Amazing Spider-Man  #4"]|
civil_war_ii:_ulysses_vol_1_2~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d6/Civil_War_II_Ulysses_Vol_1_2.jpg/revision/latest/scale-to-width-down/300","title":"Civil War II: Ulysses  #2","slug":"Civil_War_II:_Ulysses_Vol_1_2"}|{"supporting_chars":[{"id":"port_of_portland_police_department?action=edit&redlink=1","slug":"Port_of_Portland_Police_Department?action=edit&redlink=1","name":"Port of Portland Police Department"},{"id":"tongue_(inhuman)","slug":"Tongue_(Inhuman)","name":"Tongue"}],"featured_chars":[{"id":"ulysses_cain","slug":"Ulysses_Cain","name":"Ulysses"},{"id":"karnak_mander-azur","slug":"Karnak_Mander-Azur","name":"Magister Karnak"}],"races_species":[{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Civil War II: Ulysses  #2","featured_chars":["Ulysses","Magister Karnak"],"supporting_chars":["Port of Portland Police Department","Tongue"],"races_species":["Inhumans","Humans"]}|[]|["Civil War II: Ulysses  #2"]|
spider-man_2099_vol_3_15~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/82/Spider-Man_2099_Vol_3_15.jpg/revision/latest/scale-to-width-down/300","title":"Spider-Man 2099 Vol 3 #15","slug":"Spider-Man_2099_Vol_3_15"}|{"supporting_chars":[{"id":"strange_(jeannie)","slug":"Strange_(Jeannie)","name":"Strange (Jeannie)"},{"id":"moon_knight_(tabitha)","slug":"Moon_Knight_(Tabitha)","name":"Moon Knight (Tabitha)"},{"id":"samuel_fisk","slug":"Samuel_Fisk","name":"Daredevil (Sam Fisk)"},{"id":"shakti_haddad","slug":"Shakti_Haddad","name":"Cerebra (Shakti Haddad)"},{"id":"black_widow_(tania)","slug":"Black_Widow_(Tania)","name":"Black Widow (Tania)"},{"id":"john_eisenhart","slug":"John_Eisenhart","name":"Hulk (John Eisenhart)"},{"id":"hercules","slug":"Hercules","name":"Hercules"},{"id":"hawkeye_(max)","slug":"Hawkeye_(Max)","name":"Hawkeye (Max)"},{"id":"roman","slug":"Roman","name":"Sub-Mariner (Roman)"},{"id":"paul-philip_ravage","slug":"Paul-Philip_Ravage","name":"Ravage (Paul-Philip Ravage)"}],"antagonists":[{"id":"alchemax","slug":"Alchemax","name":"Alchemax"},{"id":"power_pack","slug":"Power_Pack","name":"Power Pack"},{"id":"jack_power_(skrull)","slug":"Jack_Power_(Skrull)","name":"Mass Master (\"Jack Power\")"},{"id":"katherine_power_(skrull)","slug":"Katherine_Power_(Skrull)","name":"Energizer (\"Katie Power\")"},{"id":"julie_power_(skrull)","slug":"Julie_Power_(Skrull)","name":"Lightspeed (\"Julie Power\")"}],"featured_chars":[{"id":"miguel_o%27hara","slug":"Miguel_O%27Hara","name":"Spider-Man (Miguel O'Hara)"},{"id":"roberta_mendez","slug":"Roberta_Mendez","name":"Captain America (Roberta Mendez)"}],"races_species":[{"id":"cyborgs","slug":"Cyborgs","name":"Cyborgs"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"human-olympian_hybrids","slug":"Human-Olympian_Hybrids","name":"Human-Olympian Hybrids"},{"id":"human-bird_hybrids","slug":"Human-Bird_Hybrids","name":"Human-Bird Hybrids"},{"id":"atlantean-human_hybrids","slug":"Atlantean-Human_Hybrids","name":"New Atlanteans"},{"id":"mutroids","slug":"Mutroids","name":"Mutroids"}]}|{"title":"Spider-Man 2099 Vol 3 #15","featured_chars":["Spider-Man (Miguel O'Hara)","Captain America (Roberta Mendez)"],"supporting_chars":["Strange (Jeannie)","Moon Knight (Tabitha)","Daredevil (Sam Fisk)","Cerebra (Shakti Haddad)","Black Widow (Tania)","Hulk (John Eisenhart)","Hercules","Hawkeye (Max)","Sub-Mariner (Roman)","Ravage (Paul-Philip Ravage)"],"antagonists":["Alchemax","Power Pack","Mass Master (\"Jack Power\")","Energizer (\"Katie Power\")","Lightspeed (\"Julie Power\")"],"races_species":["Cyborgs","Humans","Mutants","Human-Olympian Hybrids","Human-Bird Hybrids","New Atlanteans","Mutroids"]}|[]|["Spider-Man 2099 Vol 3 #15"]|
uncanny_avengers_vol_3_14~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/f/f2/Uncanny_Avengers_Vol_3_14.jpg/revision/latest/scale-to-width-down/300","title":"Uncanny Avengers Vol 3 #14","slug":"Uncanny_Avengers_Vol_3_14"}|{"supporting_chars":[{"id":"anthony_stark","slug":"Anthony_Stark","name":"Tony Stark"},{"id":"mortimer_toynbee","slug":"Mortimer_Toynbee","name":"Toad (Mortimer Toynbee)"},{"id":"sebastian_shaw","slug":"Sebastian_Shaw","name":"Black King (Sebastian Shaw)"},{"id":"belle_(a.i.)","slug":"Belle_(A.I.)","name":"Belle"}],"antagonists":[{"id":"hand","slug":"Hand","name":"The Hand"},{"id":"daniel_drumm","slug":"Daniel_Drumm","name":"Daniel Drumm"},{"id":"johann_shmidt_(clone)","slug":"Johann_Shmidt_(Clone)","name":"Red Skull (Johann Shmidt)"}],"featured_chars":[{"id":"avengers_unity_division","slug":"Avengers_Unity_Division","name":"Avengers Unity Division"},{"id":"wade_wilson","slug":"Wade_Wilson","name":"Deadpool (Wade Wilson)"},{"id":"emily_guerrero","slug":"Emily_Guerrero","name":"Synapse (Emily Guerrero)"},{"id":"pietro_maximoff","slug":"Pietro_Maximoff","name":"Quicksilver (Pietro Maximoff)"},{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Steve Rogers)"},{"id":"jericho_drumm","slug":"Jericho_Drumm","name":"Doctor Voodoo (Jericho Drumm)"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch (Johnny Storm)"},{"id":"rogue_(anna_marie)","slug":"Rogue_(Anna_Marie)","name":"Rogue (Anna Marie)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"zenn-lavians","slug":"Zenn-Lavians","name":"Zenn-Lavians"}]}|{"title":"Uncanny Avengers Vol 3 #14","featured_chars":["Avengers Unity Division","Deadpool (Wade Wilson)","Synapse (Emily Guerrero)","Quicksilver (Pietro Maximoff)","Captain America (Steve Rogers)","Doctor Voodoo (Jericho Drumm)","Human Torch (Johnny Storm)","Rogue (Anna Marie)"],"supporting_chars":["Tony Stark","Toad (Mortimer Toynbee)","Black King (Sebastian Shaw)","Belle"],"antagonists":["The Hand","Daniel Drumm","Red Skull (Johann Shmidt)"],"races_species":["Humans","Mutants","Human-Inhuman Hybrids","Zenn-Lavians"]}|[]|["Uncanny Avengers Vol 3 #14"]|
unbelievable_gwenpool_vol_1_6~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/5f/Unbelievable_Gwenpool_Vol_1_6.jpg/revision/latest/scale-to-width-down/300","title":"Unbelievable Gwenpool  #6","slug":"Unbelievable_Gwenpool_Vol_1_6"}|{"supporting_chars":[{"id":"miles_morales","slug":"Miles_Morales","name":"Spider-Man (Miles Morales)"},{"id":"mercenary_organization_dedicated_only_to_killing","slug":"Mercenary_Organization_Dedicated_Only_to_Killing","name":"M.O.D.O.K."},{"id":"georges_batroc","slug":"Georges_Batroc","name":"Batroc the Leaper (Georges Batroc)"},{"id":"mega_tony","slug":"Mega_Tony","name":"Mega Tony"}],"antagonists":[{"id":"damian_(bomber)","slug":"Damian_(Bomber)","name":"Damian"}],"featured_chars":[{"id":"gwendolyn_poole","slug":"Gwendolyn_Poole","name":"Gwenpool (Gwen Poole)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"tsum_tsum","slug":"Tsum_Tsum","name":"Tsum Tsum"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"sparkitects","slug":"Sparkitects","name":"Sparkitects"},{"id":"teuthidans","slug":"Teuthidans","name":"Teuthidans"}]}|{"title":"Unbelievable Gwenpool  #6","featured_chars":["Gwenpool (Gwen Poole)"],"supporting_chars":["Spider-Man (Miles Morales)","M.O.D.O.K.","Batroc the Leaper (Georges Batroc)","Mega Tony"],"antagonists":["Damian"],"races_species":["Humans","Mutants","Tsum Tsum","Human-Inhuman Hybrids","Sparkitects","Teuthidans"]}|[]|["Unbelievable Gwenpool  #6"]|
scarlet_witch_vol_2_10~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/50/Scarlet_Witch_Vol_2_10.jpg/revision/latest/scale-to-width-down/300","title":"Scarlet Witch Vol 2 #10","slug":"Scarlet_Witch_Vol_2_10"}|{"supporting_chars":[{"id":"maki_hokkaido","slug":"Maki_Hokkaido","name":"Inspector Maki Hokkaido"},{"id":"noriko_furuya","slug":"Noriko_Furuya","name":"Madame Noriko Furuya"},{"id":"jun_yamada","slug":"Jun_Yamada","name":"Black Bullet (Jun Yamada)"}],"antagonists":[{"id":"miles_benchley","slug":"Miles_Benchley","name":"Miles Benchley"}],"featured_chars":[{"id":"wanda_maximoff","slug":"Wanda_Maximoff","name":"Scarlet Witch (Wanda Maximoff)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"bridge_trolls?action=edit&redlink=1","slug":"Bridge_Trolls?action=edit&redlink=1","name":"Bridge Trolls"},{"id":"oni_(horned_ogres)","slug":"Oni_(Horned_Ogres)","name":"Oni"},{"id":"japanese_red_fox?action=edit&redlink=1","slug":"Japanese_Red_Fox?action=edit&redlink=1","name":"Japanese Red Fox"}]}|{"title":"Scarlet Witch Vol 2 #10","featured_chars":["Scarlet Witch (Wanda Maximoff)"],"supporting_chars":["Inspector Maki Hokkaido","Madame Noriko Furuya","Black Bullet (Jun Yamada)"],"antagonists":["Miles Benchley"],"races_species":["Humans","Bridge Trolls","Oni","Japanese Red Fox"]}|[]|["Scarlet Witch Vol 2 #10"]|
rocket_raccoon_and_groot_vol_1_9~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/6/6f/Rocket_Raccoon_and_Groot_Vol_1_9.jpg/revision/latest/scale-to-width-down/300","title":"Rocket Raccoon and Groot  #9","slug":"Rocket_Raccoon_and_Groot_Vol_1_9"}|{"supporting_chars":[{"id":"georgia_(state)/residents#ruth_.28georgia.29_.28earth-616.29","slug":"Georgia_(State)/Residents#Ruth_.28Georgia.29_.28Earth-616.29","name":"Ruth"},{"id":"chammy","slug":"Chammy","name":"\"Chandler\" (Chammy)"}],"featured_chars":[{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon"},{"id":"groot","slug":"Groot","name":"Groot"}],"races_species":[{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"Skrulls"},{"id":"mole_people","slug":"Mole_People","name":"Mole People"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"}]}|{"title":"Rocket Raccoon and Groot  #9","featured_chars":["Rocket Raccoon","Groot"],"supporting_chars":["Ruth","\"Chandler\" (Chammy)"],"races_species":["Halfworlders","Flora colossus","Humans","Skrulls","Mole People","Inhumans"]}|[]|["Rocket Raccoon and Groot  #9"]|
star_wars:_the_force_awakens_adaptation_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d3/Star_Wars_The_Force_Awakens_Adaptation_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Star Wars: The Force Awakens Adaptation  #4","slug":"Star_Wars:_The_Force_Awakens_Adaptation_Vol_1_4"}|[]|{"title":"Star Wars: The Force Awakens Adaptation  #4"}|[]|["Star Wars: The Force Awakens Adaptation  #4"]|
